Drug Name,Price (Dhs),Usage
Dipicor 10 Mg Comprime 2,150.1,Hypertension. ; Angor chronique stable. ; Angor vasospastique (syndrome de Prinzmetal).
Dipicor 5 Mg Comprime,51.8,Hypertension. ; Angor chronique stable. ; Angor vasospastique (syndrome de Prinzmetal).
Dipicor 5 Mg Comprime 2,99.0,Hypertension. ; Angor chronique stable. ; Angor vasospastique (syndrome de Prinzmetal).
Diprezar 50 Mg 125 Mg Comprime Pellicule,114.3,Traitement de l’hypertension artérielle essentielle chez les patients dont la pression artérielle n’est pas suffisamment contrôlée par le losartan ou l’hydrochlorothiazide en monothérapie.
Diprezar Fort 100 Mg 25 Mg Comprime Pellicule,149.7,Traitement de l’hypertension artérielle essentielle chez les patients dont la pression artérielle n’est pas suffisamment contrôlée par le losartan ou l’hydrochlorothiazide en monothérapie.
Diprivan 200 Mg20 Ml Emulsion Injectable En Iv,275.0,Induction et maintien d'une anesthésie générale chez les adultes et les enfants dès 6 mois. ; Sédation de courte durée lors de procédures chirurgicales et diagnostiques chez les adultes et les enfants dès 1 mois. ; Sédation des adultes ventilés en soins intensifs. L'emploi de Disoprivan pour la sédation des enfants de moins de 16 ans en soins intensifs est contre-indiqué.
Diprivan 500 Mg50 Ml Emulsion Injectable En Iv,271.0,Induction et maintien d'une anesthésie générale chez les adultes et les enfants dès 6 mois. ; Sédation de courte durée lors de procédures chirurgicales et diagnostiques chez les adultes et les enfants dès 1 mois. ; Sédation des adultes ventilés en soins intensifs. L'emploi de Disoprivan pour la sédation des enfants de moins de 16 ans en soins intensifs est contre-indiqué.
Diprosalic Pommade,35.1,"Dermatoses corticosensibles à composante kératosique ou squameuse : ; 1. Indications privilégiées où la corticothérapie locale est tenue pour le meilleur traitement : ; · lichénification. ; 2. Indications où la corticothérapie est l’un des traitements habituels : ; · psoriasis, ; · lichen, ; · dermite séborrhéique à l’exception du visage."
Diprosone 005 Creme 2,16.2,"Crème/Pommade ; Affections cutanées non infectées, répondant à la corticothérapie locale: psoriasis, dermatite de contact (dermatitis venenata), dermatite atopique (eczéma infantile, névrodermite), lichen simplex chronique, lichen plan, autres eczémas (par ex. eczéma des mains), dyshidrose (pompholyx), dermatite séborrhéique, dermatite exfoliative, dermatite solaire, dermatite de stase, prurit ano-génital et sénile. ; Solution ; Elle est indiquée pour les dermatoses non infectées du cuir chevelu et d'autres régions corporelles pileuses ou intertrigineuses, répondant à la corticothérapie, comme le psoriasis, l'eczéma séborrhéique du cuir chevelu, etc."
Diprosone 005 Pommade,22.7,"Crème/Pommade ; Affections cutanées non infectées, répondant à la corticothérapie locale: psoriasis, dermatite de contact (dermatitis venenata), dermatite atopique (eczéma infantile, névrodermite), lichen simplex chronique, lichen plan, autres eczémas (par ex. eczéma des mains), dyshidrose (pompholyx), dermatite séborrhéique, dermatite exfoliative, dermatite solaire, dermatite de stase, prurit ano-génital et sénile. ; Solution ; Elle est indiquée pour les dermatoses non infectées du cuir chevelu et d'autres régions corporelles pileuses ou intertrigineuses, répondant à la corticothérapie, comme le psoriasis, l'eczéma séborrhéique du cuir chevelu, etc."
Diprosone 005 Pommade 2,30.4,"Crème/Pommade ; Affections cutanées non infectées, répondant à la corticothérapie locale: psoriasis, dermatite de contact (dermatitis venenata), dermatite atopique (eczéma infantile, névrodermite), lichen simplex chronique, lichen plan, autres eczémas (par ex. eczéma des mains), dyshidrose (pompholyx), dermatite séborrhéique, dermatite exfoliative, dermatite solaire, dermatite de stase, prurit ano-génital et sénile. ; Solution ; Elle est indiquée pour les dermatoses non infectées du cuir chevelu et d'autres régions corporelles pileuses ou intertrigineuses, répondant à la corticothérapie, comme le psoriasis, l'eczéma séborrhéique du cuir chevelu, etc."
Dirogite 500 Mg Comprime Enrobe,1947.0,"La Capecitabine est indiquée : ; - En traitement adjuvant du cancer du côlon de stade III (Stade C de Dukes) après résection. ; - dans le traitement du cancer colorectal métastatique. ; - En première ligne, dans le traitement du cancer gastrique avancé, en association à une chimiothérapie à base de sel de platine. ; - en association avec le docétaxel dans le traitement du cancer du sein localement avancé ou métastatique après échec à une chimiothérapie cytotoxique. La chimiothérapie antérieure doit avoir comporté une anthracycline. ; - en monothérapie dans le traitement du cancer du sein localement avancé ou métastatique après échec aux taxanes et à une chimiothérapie contenant une anthracycline ou lorsqu'une chimiothérapie par anthracycline n’est pas indiquée."
Disiac 220 Mg 5 Ml Suspension Buvable,14.9,"Diarrhée aiguë présumée d'origine bactérienne en l'absence de suspicion de phénomènes invasifs (altération de l'état général, fièvre, signes toxi-infectieux...). ; Le traitement ne dispense pas de mesures diététiques et d'une réhydratation si elle est nécessaire. ; L'importance de la réhydratation par soluté de réhydratation orale ou par voie intraveineuse doit être adaptée en fonction de l'intensité de la diarrhée, de l'âge et des particularités du patient (maladies associées,etc...)."
Dispainol 80 Mg Comprime Dispersible Et Orodispersible,18.3,- Traitement symptomatique des douleurs liées aux troubles fonctionnels du tube digestif et des voies biliaires. ; - Traitement des manifestations spasmodiques et douloureuses aiguës des voies urinaires : coliques néphrétiques. ; - Traitement symptomatique des manifestations spasmodiques douloureuses en gynécologie. ; - Traitement adjuvant des contractions au cours de la grossesse en association au repos.
Dispamox 1 G Comprime Dispersible,59.9,"L’amoxicilline est indiquée dans le traitement des infections suivantes chez l’adulte et l’enfant: ; - Sinusite bactérienne aiguë, ; - Otite moyenne aiguë, ; - Angine/pharyngite documentée à streptocoque, ; - Exacerbations aigües de bronchite chronique, ; - Pneumonie communautaire, ; - Cystite aiguë, ; - Bactériurie asymptomatique gravidique, ; - Pyélonéphrite aiguë, ; - Fièvre typhoïde et paratyphoïde, ; - Abcès dentaire avec cellulite, ; - Infections articulaires sur prothèses, ; - Eradication de Helicobacter pylori, ; - Maladie de Lyme. ; L’amoxicilline est aussi indiquée dans la prophylaxie de l’endocardite. ; Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens."
Dispamox 1 G Comprime Dispersible 2,90.4,"L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que: ; Infections des voies respiratoires: ; Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème. ; Infections de la sphère ORL: ; Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques). ; Infections des voies urinaires: ; Pyélonéphrite aiguë ou chronique, cystite, urétrite. ; Infections de l'appareil gastro-intestinal: ; Fièvres typhoïde et paratyphoïde, diarrhée bactérienne. ; Affections vénériennes: ; Gonorrhée (urétrite spécifique). ; Infections sévères telles que: ; septicémie, ; avortement septique, ; fièvre puerpérale, ; endocardite, ; phlegmon, ; méningite, ; de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées). ; Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques."
Dispamox 125 Mg Poudre Pour Suspension Buvable,23.7,"L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que: ; Infections des voies respiratoires: ; Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème. ; Infections de la sphère ORL: ; Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques). ; Infections des voies urinaires: ; Pyélonéphrite aiguë ou chronique, cystite, urétrite. ; Infections de l'appareil gastro-intestinal: ; Fièvres typhoïde et paratyphoïde, diarrhée bactérienne. ; Affections vénériennes: ; Gonorrhée (urétrite spécifique). ; Infections sévères telles que: ; septicémie, ; avortement septique, ; fièvre puerpérale, ; endocardite, ; phlegmon, ; méningite, ; de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées). ; Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques."
Dispamox 125Mg Poudre Pour Suspension Buvable,12.6,"L’amoxicilline est indiquée dans le traitement des infections suivantes chez l’adulte et l’enfant: ; - Sinusite bactérienne aiguë, ; - Otite moyenne aiguë, ; - Angine/pharyngite documentée à streptocoque, ; - Exacerbations aigües de bronchite chronique, ; - Pneumonie communautaire, ; - Cystite aiguë, ; - Bactériurie asymptomatique gravidique, ; - Pyélonéphrite aiguë, ; - Fièvre typhoïde et paratyphoïde, ; - Abcès dentaire avec cellulite, ; - Infections articulaires sur prothèses, ; - Eradication de Helicobacter pylori, ; - Maladie de Lyme. ; L’amoxicilline est aussi indiquée dans la prophylaxie de l’endocardite. ; Il convient de tenir compte des recommandations officielles concernant l'utilisation appropriée des antibactériens."
Dispamox 250 Mg Poudre Pour Suspension Buvable,31.4,"L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que: ; Infections des voies respiratoires: ; Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème. ; Infections de la sphère ORL: ; Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques). ; Infections des voies urinaires: ; Pyélonéphrite aiguë ou chronique, cystite, urétrite. ; Infections de l'appareil gastro-intestinal: ; Fièvres typhoïde et paratyphoïde, diarrhée bactérienne. ; Affections vénériennes: ; Gonorrhée (urétrite spécifique). ; Infections sévères telles que: ; septicémie, ; avortement septique, ; fièvre puerpérale, ; endocardite, ; phlegmon, ; méningite, ; de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées). ; Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques."
Dispamox 500 Mg Comprime Dispersible,32.3,"L’amoxicilline est indiquée pour le traitement des infections dues aux germes Gram négatifs sensibles à l'amoxicilline, de même que dans le traitement des infections mixtes dues à des germes sensibles Gram positifs et Gram négatifs, tels que: ; Infections des voies respiratoires: ; Exacerbations aiguës de bronchites chroniques, pneumonie bactérienne, bronchectasies, abcès pulmonaire, empyème. ; Infections de la sphère ORL: ; Otite moyenne, sinusite, amygdalite, pharyngite (due aux streptocoques). ; Infections des voies urinaires: ; Pyélonéphrite aiguë ou chronique, cystite, urétrite. ; Infections de l'appareil gastro-intestinal: ; Fièvres typhoïde et paratyphoïde, diarrhée bactérienne. ; Affections vénériennes: ; Gonorrhée (urétrite spécifique). ; Infections sévères telles que: ; septicémie, ; avortement septique, ; fièvre puerpérale, ; endocardite, ; phlegmon, ; méningite, ; de même que maladie de Lyme (stade I, érythème chronique migrateur ou érythème chronique migrateur associé à des symptômes articulaires fugaces ou à des manifestations neurologiques fugaces ou limitées). ; Les recommandations officielles pour un emploi adéquat des antibiotiques devraient être respectées, notamment les recommandations d'utilisation, afin d'éviter une augmentation des résistances aux antibiotiques."
