Nom du Médicament,URL,Image URL,Age minimal d'utilisation,Allaitement,Boîte,Classe thérapeutique,Code ATC,Composition,Conservation,Contres-indication(s),Convention de Vienne,Distributeur ou fabriquant,Dosage,Effets indésirable,Grossesse,Indication(s),Laboratoire détenteur de l'AMM dans le pays d'origine,Lien du Produit,Mises en garde,Nature du Produit,Notice en arabe,Notice en français,PPC,PPV,Particularité,Posologies et mode d'administration,Princeps,Prix hospitalier,Présentation,RCP,Risque potentiel de dépendance ou d’abus,Statut,Substance (s) psychoactive (s),Tableau,Tiers Payant
,https://medicament.ma/medicament/cyclomide-novopharma-500-mg-poudre-pour-usage-parenterale/,,,,,Antineoplasique cytotoxique,L01AA01,Cyclophosphamide,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),500 MG,,,"Traitement adjuvant et en situation métastatique des adénocarcinomes mammaires. | Traitement des cancers ovariens, des cancers bronchiques notamment à petites cellules, des séminomes et carcinomes embryonnaires testiculaires, des cancers de la vessie, des sarcomes, des neuroblastomes, des lymphomes malins hodgkiniens et non hodgkiniens, des myélomes multiples, des leucémies aiguës notamment lymphoïdes. | A forte dose, conditionnement des allo- et autogreffes médullaires. | A faible dose, traitement des polyarthrites rhumatoïdes, granulomatose de Wegener, de certaines formes sévères de lupus érythémateux aigus disséminés, de néphropathies auto-immunes cortico-résistantes.",,,,Médicament,,,,47.00 dhs,,,,29.40 dhs,Flacon de 500 mg,,,Commercialisé,,A,
,https://medicament.ma/medicament/cymbalta-60-mg-gelule/,,,,,"Antidépresseur, inhibiteur de la recapture de la sérotonine et de la noradrénaline (IRSNa)",N06AX21,Duloxétine,,"Hypersensibilité à la duloxétine ou à l’un des excipients. | L’association de la duloxétine aux inhibiteurs irréversibles de la monoamine oxydase (inhibiteurs de la MAO) comme la sélégiline est contre-indiquée (voir «Interactions»). | Maladie hépatique entraînant une insuffisance hépatique (voir «Pharmacocinétique»). | Cymbalta ne doit pas être associé à des inhibiteurs du CYP1A2 comme la fluvoxamine, la ciprofloxacine ou l’énoxacine, car ces associations entraînent une augmentation des concentrations plasmatiques de duloxétine (voir «Interactions»). | Troubles sévères de la fonction rénale (clairance de la créatinine <30 ml/min). | L’instauration du traitement par Cymbalta est contre-indiquée chez les patients présentant une hypertension artérielle non équilibrée qui pourrait les exposer à un risque potentiel de crise hypertensive (voir «Mises en garde et précautions» et «Effets indésirables»).",,SOTHEMA (https://medicament.ma/laboratoire/sothema/),60 MG,,,"Traitement d’une dépression. | Prévention de la récidive d’une dépression unipolaire récurrente (≥3 épisodes dépressifs) (après une réponse initiale, prévention de la récurrence de nouveaux épisodes dépressifs). | Traitement de la douleur neuropathique diabétique. | Traitement du trouble de l’anxiété généralisée.",Eli Lilly,,,Médicament,,,,274.00 dhs,,,Oui,182.60 dhs,Boîte de 28,,,Commercialisé,Oui,A,
,https://medicament.ma/medicament/cymevene-500-mg-lyophilisat-pour-usage-parenteral/,,,,,Antiviral,J05AB06,Ganciclovir,,,,BOTTU S.A. (https://medicament.ma/laboratoire/bottu-s-a/),500 MG,,,Ganciclovir est indiqué chez les adultes et les adolescents ≥ 12 ans pour : | - le traitement des infections à cytomégalovirus (CMV) chez les patients immunodéprimés | - la prévention des infections à CMV en utilisant un traitement pré-emptif chez les patients présentant une immunosuppression induite par un traitement médicamenteux (par exemple à la suite d'une greffe d'organe ou d'une chimiothérapie anticancéreuse). | Ganciclovir est également indiqué dès la naissance pour la : | - prévention des infections à CMV en utilisant une prophylaxie universelle chez les patients présentant une immunodépression induite par un traitement médicamenteux (par exemple suite à une greffe d'organe ou une chimiothérapie anticancéreuse). | Il convient de prendre en compte les recommandations officielles sur l'utilisation appropriée des agents antiviraux.,,,,Médicament,,,,537.00 dhs,,,Oui,357.00 dhs,Boîte d'un flacon,,,Commercialisé,,A,
,https://medicament.ma/medicament/cyramza-10-mg-ml-solution-a-diluer-pour-perfusion/,,,,,"Antinéoplasique, anticorps monoclonal (anti-récepteur 2 du VEGF)",L01XC21,Ramucirumab,"Avant ouverture : 2° < t < 8° durant 36 mois (Conserver à l'abri de la lumière, Conserver au réfrigérateur, Conserver dans son emballage, Ne pas congeler).",,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),10 MG,,,"Cancer gastrique CYRAMZA®, en monothérapie ou en association avec le paclitaxel, est indiqué pour le traitement des patients atteints d’un cancer gastrique ou d’un adénocarcinome de la jonction gastro-oesophagienne au stade avancé ou métastatique, lorsque la maladie évolue pendant ou après une chimiothérapie à base de sels de platine et de fluoropyrimidine. | Cancer bronchique non à petites cellules (CBNPC) CYRAMZA est indiqué, en association avec le docétaxel, pour le traitement des patients atteints d’un cancer bronchique non à petites cellules (CBNPC) dont la maladie a progressé pendant ou après une chimiothérapie à base de sels de platine. Pour les patients présentant des aberrations génomiques tumorales du récepteur du facteur de croissance épidermique (EGFR) ou du gène kinase du lymphome anaplasique (ALK), une progression de leur maladie doit être constatée au cours d’un traitement approuvé par la FDA pour ces aberrations avant de recevoir CYRAMZA. | Cancer colorectal CYRAMZA, en association avec la chimiothérapie FOLFIRI (irinotécan, acide folinique et fluorouracile), est indiqué pour le traitement des patients atteints d’un cancer colorectal métastatique (CCRM) dont la maladie a progressé pendant ou après un traitement par bevacizumab, oxaliplatine et une fluoropyrimidine. | Carcinome hépatocellulaire (CHC) CYRAMZA, en monothérapie, est indiqué pour le traitement des patients atteints d’un carcinome hépatocellulaire avec un taux d’alpha-foetoprotéine sérique ≥ 400 ng/ml et ayant été antérieurement traités par sorafénib.",,,,Médicament,,,,4999.00 dhs,,,,4734.00 dhs,Un flacon de 10 ML de solution,,,Commercialisé,,A,
,https://medicament.ma/medicament/cystinat-comprime/,,,,,,,Extrait de canneberge | Mauve | Thym | Myrtille | Extrait de bruyère | Guimauve,,,,IPHADERM (https://medicament.ma/laboratoire/iphaderm/),,,,,,,,Complément alimentaire,,,104.00 dhs,,,,,,Boite de 28,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/cyteal-250-ml-solution-moussante/,,,,,Antiseptique et désinfectant,D08AC,Chlorhexidine | Chlorocrésol | Hexamidine diisethionate,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),0.5 ML | 0.30 G | 0.10 G,,,Nettoyage des affections de la peau et des muqueuses primitivement bactériennes ou susceptibles de se surinfecter. | Remarque : Les agents antiseptiques ne sont pas stérilisants. Ils réduisent temporairement le nombre de micro-organismes.,,,,Médicament,,,,27.10 dhs,,,,16.90 dhs,Flacon de 250 ml,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/cyteal-500-ml-solution-moussante/,,,,,Antiseptique et désinfectant,D08AC,Chlorhexidine | Chlorocrésol | Hexamidine diisethionate,,,,SOTHEMA (https://medicament.ma/laboratoire/sothema/),0.5 ML | 0.30 G | 0.10 G,,,Nettoyage des affections de la peau et des muqueuses primitivement bactériennes ou susceptibles de se surinfecter. | Remarque : Les agents antiseptiques ne sont pas stérilisants. Ils réduisent temporairement le nombre de micro-organismes.,,,,Médicament,,,,46.10 dhs,,,,28.80 dhs,Flacon de 500,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/cytomib-3-5-mg-poudre-pour-solution-injectable/,,,,,Antinéoplasiques,L01XX32,Bortézomib,,,,PHARMAPROM (https://medicament.ma/laboratoire/pharmaprom/),3.5 MG,,,Myélome multiple en progression | Myélome multiple non traité au préalable | Lymphome à cellules du manteau non traité au préalable,,,,,,,,3306.00 dhs,,,,2991.00 dhs,Boite de 1 flacon de 10 ML,,,Commercialisé,,A,
,https://medicament.ma/medicament/dblastin-20/,,,,,Antineoplasique cytotoxique,L01DB02,Daunorubicine,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),20 MG,,,,,,,Médicament,,,,126.00 dhs,,,,78.70 dhs,Boite unitaire,,,Commercialisé,,A,
,https://medicament.ma/medicament/d-cure-2400-uiml-solution-buvable/,,,,,VITAMINE D,A11CC05,Vitamine D3 (Cholécalciférol / 100 000 UI ),,,,ERGO MAROC (https://medicament.ma/laboratoire/ergo-maroc/),2400 UI / ML,,,Le colécalciférol est utilisé dans la prise en charge de carences en vitamine D,,,,Médicament,,,,51.50 dhs,,,,32.20 dhs,Flacon de 10 ml,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d-cure-ampoule-buvable/,,,,,Vitamines et Analogues,A11CC05,Cholécalciférol (vitamine D3),,,,ERGO MAROC (https://medicament.ma/laboratoire/ergo-maroc/),25000 UI,,,D-CURE est indiqué dans le traitement précoce de la carence en vitamine D,,,,Médicament,,,,56.30 dhs,,,,35.00 dhs,Boite de 4,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d-cure-calcium-1000-mg-1000-mg-comprime-a-croquer-2/,,,,,Association de Vitamine D3 et calcium,,Vitamine D3 (Cholécalciférol ) | Calcium,,,,ERGO MAROC (https://medicament.ma/laboratoire/ergo-maroc/),,,,,,,,,,,,253.00 dhs,,,,158.40 dhs,Boite de 84,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d-cure-calcium-1000-mg-1000-mg-comprime-a-croquer/,,,,,Association de Vitamine D3 et calcium,,Vitamine D3 (Cholécalciférol ) | Calcium,,,,ERGO MAROC (https://medicament.ma/laboratoire/ergo-maroc/),1000 MG | 1000 MG,,,,,,,,,,,96.00 dhs,,,,60.00 dhs,Boite de 28,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d-cure-forte-ampoule/,,,,,Vitamines,A11CC05,Vitamine D3,,,,ERGO MAROC (https://medicament.ma/laboratoire/ergo-maroc/),100 000 UI,,,Le colécalciférol est utilisé dans la prise en charge de carences en vitamine D,,,,Médicament,,,,46.30 dhs,,,,28.90 dhs,Boite de 3,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d-rubicin-10mg10-ml-poudre-pour-usage-parenteral/,,,,,"Antinéoplasique, antibiotique cytotoxique (dérivé d'anthracycline)",L01DB01,Doxorubicine,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),10 MG / 10 ML,,,"- Carcinomes du sein | - Sarcomes des os et des parties molles | - Maladie de Hodgkin, lymphomes non hodgkiniens | - Tumeurs solides de l'enfant | - Cancers du poumon | - Leucémies aiguës et chroniques | - Cancers de la vessie, de l’ovaire, de l'estomac",,,,Médicament,,,,95.30 dhs,,,,59.60 dhs,Boîte unitaire,,,Commercialisé,,A,
,https://medicament.ma/medicament/d-rubicin-50mg50-ml-poudre-pour-usage-parenteral/,,,,,"Antinéoplasique, antibiotique cytotoxique (dérivé d'anthracycline)",L01DB01,Doxorubicine,,,,NOVOPHARMA (https://medicament.ma/laboratoire/novopharma/),,,,"- Carcinomes du sein | - Sarcomes des os et des parties molles | - Maladie de Hodgkin, lymphomes non hodgkiniens | - Tumeurs solides de l'enfant | - Cancers du poumon | - Leucémies aiguës et chroniques | - Cancers de la vessie, de l’ovaire, de l'estomac",,,,Médicament,,,,409.00 dhs,,,,272.00 dhs,Boîte unitaire,,,Commercialisé,,A,
,https://medicament.ma/medicament/d-stress-comprime/,,,,,,,Vitamines B | Taurine | Arginine | Magnésium,,,,HYPHADIET (https://medicament.ma/laboratoire/hyphadiet/),,,,,,,,Complément alimentaire,,,119.00 dhs,,,,,,Boite de 40,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d3norm-100-ui-goutte-buvable/,,,,,,,Huile de soja | vitamine E | Vitamine D3,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),,,,,,,,Complément alimentaire,,,79.50 dhs,,,,,,Flacon de 30 ml,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/d3norm-200-ui-goutte-buvable/,,,,,,,Vitamine D3,,,,NON RENSEIGNÉ (https://medicament.ma/laboratoire/nd/),200 UI,,,,,,,Complément alimentaire,,,89.50 dhs,,,,,,Flacon de 30 ML,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/daclar-60-mg-comprime-pellicule/,,,,,"Antiviral, inhibiteur NS5A du VHC",J05AX14,Daclatasvir,,,,GALENICA (https://medicament.ma/laboratoire/galenica/),60 MG,,,,,,,Médicament,,,,1500.00 dhs,,,,1235.00 dhs,Boite de 28,,,Commercialisé,,A,
,https://medicament.ma/medicament/daflon-1000-mg-comprime-pellicule/,,,,,Phlébotrope,C05CA53,Flavonoïques extraits de rutacées,,,,SERVIER MAROC (https://medicament.ma/laboratoire/servier-maroc/),,,,Phlébotrope indiqué dans les troubles de la circulation veineuse et dans la crise hémorroïdaire,,,,Médicament,,,,111.70 dhs,,,,69.80 dhs,Boite de 15,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/daflon-1000-mg-comprime-pellicule-2/,,,,,Phlébotrope,C05CA53,Flavonoïques extraits de rutacées,,,,SERVIER MAROC (https://medicament.ma/laboratoire/servier-maroc/),,,,Phlébotrope indiqué dans les troubles de la circulation veineuse et dans la crise hémorroïdaire,,,,Médicament,,,,187.90 dhs,,,,117.40 dhs,Boite de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/daflon-500-mg-comprime-pellicule-2/,,,,,,C05CA53,Fraction flavonoïque purifiée micronisée,,,,SERVIER MAROC (https://medicament.ma/laboratoire/servier-maroc/),,,,,,,,,,,,114.70 dhs,,,Oui,71.70 dhs,Boîte de 30,,,Commercialisé,,Aucun,
,https://medicament.ma/medicament/daily-ge-005mg003mg-et-0075mg004mg-et-0125mg003mg-comprime-enrobe-2/,,,,,Contraceptifs oraux combinés,G03AB03,Lévonorgestrel | Ethinylestradiol,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),0.05 MG | 0.03 MG et 0.075 MG | 0.04 MG et 0.125 MG | 0.03 MG,,,Contraception orale,,,,Médicament,,,,20.00 dhs,,,,12.50 dhs,"Boîte de 6 comprimés roses, 5 comprimés blancs, 10 comprimés jaunes",,,Commercialisé,,A,
,https://medicament.ma/medicament/daivobet-50%c2%b5g05-mgg-pommade/,,,,,Médicament topique contre le psoriasis,D05AX52,Calcipotriol | Bétaméthazone,,,,POLYMEDIC (https://medicament.ma/laboratoire/polymedic/),50 µG | 0.5 MG / G,,,Traitement topique du psoriasis du cuir chevelu chez les adultes. | Traitement topique des plaques de psoriasis vulgaire léger à modéré en dehors du cuir chevelu chez les adultes.,LEO,,,Médicament,,,,594.00 dhs,,,Oui,394.00 dhs,Tube de 60 g,,,Commercialisé,,A,
,https://medicament.ma/medicament/daivobet-50-%c2%b5g-0-5-mg-g-gel-dermique/,,,,,Médicament topique contre le psoriasis,D05AX52,Calcipotriol | bétaméthasone,,,,POLYMEDIC (https://medicament.ma/laboratoire/polymedic/),50 µG / 0.5 MG,,,Traitement topique du psoriasis du cuir chevelu chez les adultes. | Traitement topique des plaques de psoriasis vulgaire léger à modéré en dehors du cuir chevelu chez les adultes.,,,,,,,,274.00 dhs,,,,182.10 dhs,Flacon de 30 G,,,Commercialisé,,A,
,https://medicament.ma/medicament/daivobet-50-%c2%b5g-0-5-mg-g-pommade-2/,,,,,Médicament topique contre le psoriasis,D05AX52,Calcipotriol | Bétaméthazone,,,,POLYMEDIC (https://medicament.ma/laboratoire/polymedic/),50 µG | 0.5 MG / G,,,Traitement topique du psoriasis du cuir chevelu chez les adultes. | Traitement topique des plaques de psoriasis vulgaire léger à modéré en dehors du cuir chevelu chez les adultes.,LEO,,,,,,,544.00 dhs,,,Oui,361.00 dhs,Tube de 60 g,,,Commercialisé,,A,
,https://medicament.ma/medicament/daivonex-50-%c2%b5gg-pommade/,,,,,Antipsoriasique,D05AX02,Calcipotriol,,,,POLYMEDIC (https://medicament.ma/laboratoire/polymedic/),50 µg / G,,,Traitement topique du psoriasis en plaques (psoriasis vulgaire) affectant jusqu'à 40 % de la surface corporelle.,,,,Médicament,,,,116.50 dhs,,,Oui,72.80 dhs,Tube de 30 g,,,Commercialisé,,A,
,https://medicament.ma/medicament/daksvir-60mg/,,,,Cliquez ici (https://medicament.ma/wp-content/uploads/2016/03/dakasvir-400-4001.png),"Antiviral, inhibiteur NS5A du VHC",J05AX14,Daclatasvir,,,,PHARMA5 (https://medicament.ma/laboratoire/pharma5/),60 MG,,,,,,,Médicament,,,,1549.00 dhs,,,,1286.00 dhs,Boite de 28,,,Commercialisé,,A,
,https://medicament.ma/medicament/daktarin-002-gel-buccal/,,4 mois,,,Antifongique,A01AB09,Miconazole,,,,MAPHAR (https://medicament.ma/laboratoire/maphar/),2 %,,,"DAKTARIN 2 %, gel buccal est indiqué dans le traitement des mycoses de la cavité buccale de l’adulte et de l’enfant âgé de 4 mois et plus (voir rubriques 4.3 et 4.4) : muguet, perlèche, glossites, gingivites, stomatites.",,,,Médicament,,,,49.50 dhs,,,Oui,30.90 dhs,1 tube de 40 g,,,Commercialisé,,A,
